[1620403202] ./uwsgi.log reopened.
[2021-05-08 00:48:11] [ERROR] 58保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:49:07] [ERROR] 116保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:49:48] [ERROR] 86保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:50:09] [ERROR] 99保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:51:24] [ERROR] 33保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:51:57] [ERROR] 54保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:52:05] [ERROR] 142保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:53:27] [ERROR] 98保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:53:27] [ERROR] 110保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:54:04] [ERROR] 30保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:55:32] [ERROR] 134保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:55:35] [ERROR] 21保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:56:07] [ERROR] 105保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:57:20] [ERROR] 41保存出现错误
[2021-05-08 00:57:20] [ERROR] 135保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:57:41] [ERROR] 133保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:59:11] [ERROR] 69保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:59:38] [ERROR] 27保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 00:59:45] [ERROR] 102保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:01:26] [ERROR] 47保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:01:32] [ERROR] 107保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:01:39] [ERROR] 85保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:03:07] [ERROR] 91保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:03:15] [ERROR] 81保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:03:51] [ERROR] 10保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:05:06] [ERROR] 65保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:05:14] [ERROR] 56保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:05:34] [ERROR] 83保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:07:09] [ERROR] 136保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:07:21] [ERROR] 12保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:07:27] [ERROR] 80保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:09:11] [ERROR] 114保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:09:18] [ERROR] 92保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:09:38] [ERROR] 35保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:11:00] [ERROR] 115保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:11:08] [ERROR] 149保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:11:15] [ERROR] 139保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:12:33] [ERROR] 94保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:12:48] [ERROR] 67保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:13:25] [ERROR] 82保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:14:53] [ERROR] 95保存出现错误
[2021-05-08 01:14:53] [ERROR] 29保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:15:31] [ERROR] 68保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:16:55] [ERROR] 59保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:17:02] [ERROR] 38保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:17:15] [ERROR] 128保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:18:46] [ERROR] 146保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:19:02] [ERROR] 36保存出现错误
保存出错：UNIQUE constraint failed: video_videodata.vod_id
[2021-05-08 01:19:30] [ERROR] 72保存出现错误
[pid: 2227274|app: 0|req: 1911/1953] 52.70.140.239 () {34 vars in 554 bytes} [Sat May  8 01:20:06 2021] GET /sql/sqlweb/index.php?lang=en => generated 179 bytes in 12 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1912/1954] 52.70.140.239 () {34 vars in 554 bytes} [Sat May  8 01:20:06 2021] GET /db/myadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1913/1955] 52.70.140.239 () {34 vars in 564 bytes} [Sat May  8 01:20:08 2021] GET /db/phpMyAdmin-3/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1914/1956] 52.70.140.239 () {34 vars in 548 bytes} [Sat May  8 01:20:08 2021] GET /PMA2015/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1915/1957] 52.70.140.239 () {34 vars in 546 bytes} [Sat May  8 01:20:09 2021] GET /shopdb/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1916/1958] 52.70.140.239 () {34 vars in 554 bytes} [Sat May  8 01:20:11 2021] GET /mysqladmin/index.php?lang=en => generated 179 bytes in 2 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1917/1959] 52.70.140.239 () {34 vars in 550 bytes} [Sat May  8 01:20:12 2021] GET /db/webdb/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1918/1960] 52.70.140.239 () {34 vars in 556 bytes} [Sat May  8 01:20:13 2021] GET /mysql-admin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1919/1961] 52.70.140.239 () {34 vars in 558 bytes} [Sat May  8 01:20:14 2021] GET /phpMyAdmin-3/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1920/1962] 52.70.140.239 () {34 vars in 548 bytes} [Sat May  8 01:20:14 2021] GET /pma2013/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1921/1963] 52.70.140.239 () {34 vars in 554 bytes} [Sat May  8 01:20:16 2021] GET /sqlmanager/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1922/1964] 52.70.140.239 () {34 vars in 566 bytes} [Sat May  8 01:20:16 2021] GET /admin/phpMyAdmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1923/1965] 52.70.140.239 () {34 vars in 538 bytes} [Sat May  8 01:20:17 2021] GET /db/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1924/1966] 52.70.140.239 () {34 vars in 550 bytes} [Sat May  8 01:20:18 2021] GET /mysql/db/index.php?lang=en => generated 179 bytes in 3 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1925/1967] 52.70.140.239 () {34 vars in 550 bytes} [Sat May  8 01:20:19 2021] GET /mysql/db/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1926/1968] 52.70.140.239 () {34 vars in 558 bytes} [Sat May  8 01:20:19 2021] GET /phpMyAdmin-3/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1927/1969] 52.70.140.239 () {34 vars in 546 bytes} [Sat May  8 01:20:20 2021] GET /shopdb/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1928/1970] 52.70.140.239 () {34 vars in 566 bytes} [Sat May  8 01:20:21 2021] GET /admin/phpmyadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1929/1971] 52.70.140.239 () {34 vars in 558 bytes} [Sat May  8 01:20:22 2021] GET /sql/webadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1930/1972] 52.70.140.239 () {34 vars in 554 bytes} [Sat May  8 01:20:23 2021] GET /phpMyadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1931/1973] 52.70.140.239 () {34 vars in 562 bytes} [Sat May  8 01:20:24 2021] GET /db/phpmyadmin3/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1932/1974] 52.70.140.239 () {34 vars in 566 bytes} [Sat May  8 01:20:25 2021] GET /admin/phpMyAdmin/index.php?lang=en => generated 179 bytes in 3 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1933/1975] 52.70.140.239 () {34 vars in 556 bytes} [Sat May  8 01:20:26 2021] GET /php-myadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1934/1976] 52.70.140.239 () {34 vars in 566 bytes} [Sat May  8 01:20:27 2021] GET /admin/phpmyadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1935/1977] 52.70.140.239 () {34 vars in 556 bytes} [Sat May  8 01:20:28 2021] GET /db/db-admin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1936/1978] 52.70.140.239 () {34 vars in 556 bytes} [Sat May  8 01:20:29 2021] GET /_phpmyadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1937/1979] 52.70.140.239 () {34 vars in 562 bytes} [Sat May  8 01:20:30 2021] GET /phpmyadmin2011/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1938/1980] 52.70.140.239 () {34 vars in 570 bytes} [Sat May  8 01:20:32 2021] GET /mysql/mysqlmanager/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1939/1981] 52.70.140.239 () {34 vars in 554 bytes} [Sat May  8 01:20:33 2021] GET /phpMyadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1940/1982] 52.70.140.239 () {34 vars in 550 bytes} [Sat May  8 01:20:33 2021] GET /mysql/db/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1941/1983] 52.70.140.239 () {34 vars in 558 bytes} [Sat May  8 01:20:34 2021] GET /sql/webadmin/index.php?lang=en => generated 179 bytes in 4 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1942/1984] 52.70.140.239 () {34 vars in 544 bytes} [Sat May  8 01:20:35 2021] GET /mysql/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1943/1985] 52.70.140.239 () {34 vars in 562 bytes} [Sat May  8 01:20:36 2021] GET /phpmyadmin2018/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1944/1986] 52.70.140.239 () {34 vars in 562 bytes} [Sat May  8 01:20:37 2021] GET /admin/sysadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1945/1987] 52.70.140.239 () {34 vars in 556 bytes} [Sat May  8 01:20:38 2021] GET /phpmyadmin3/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1946/1988] 52.70.140.239 () {34 vars in 546 bytes} [Sat May  8 01:20:38 2021] GET /phppma/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1947/1989] 52.70.140.239 () {34 vars in 564 bytes} [Sat May  8 01:20:39 2021] GET /sql/phpmyadmin2/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1948/1990] 52.70.140.239 () {34 vars in 548 bytes} [Sat May  8 01:20:40 2021] GET /PMA2016/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1949/1991] 52.70.140.239 () {34 vars in 556 bytes} [Sat May  8 01:20:41 2021] GET /phpMyAdmin5/index.php?lang=en => generated 179 bytes in 4 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1950/1992] 52.70.140.239 () {34 vars in 562 bytes} [Sat May  8 01:20:41 2021] GET /admin/sqladmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1951/1993] 52.70.140.239 () {34 vars in 548 bytes} [Sat May  8 01:20:42 2021] GET /pma2021/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1952/1994] 52.70.140.239 () {34 vars in 550 bytes} [Sat May  8 01:20:43 2021] GET /admin/db/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1953/1995] 52.70.140.239 () {34 vars in 554 bytes} [Sat May  8 01:20:44 2021] GET /phpMyadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1954/1996] 52.70.140.239 () {34 vars in 564 bytes} [Sat May  8 01:20:45 2021] GET /sql/phpmy-admin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1955/1997] 52.70.140.239 () {34 vars in 550 bytes} [Sat May  8 01:20:46 2021] GET /db/webdb/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1956/1998] 52.70.140.239 () {34 vars in 548 bytes} [Sat May  8 01:20:46 2021] GET /pma2016/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1957/1999] 52.70.140.239 () {34 vars in 564 bytes} [Sat May  8 01:20:47 2021] GET /sql/php-myadmin/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1958/2000] 52.70.140.239 () {34 vars in 552 bytes} [Sat May  8 01:20:47 2021] GET /admin/pMA/index.php?lang=en => generated 179 bytes in 5 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1959/2001] 52.70.140.239 () {34 vars in 548 bytes} [Sat May  8 01:20:48 2021] GET /PMA2017/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1960/2002] 52.70.140.239 () {34 vars in 632 bytes} [Sat May  8 01:20:50 2021] GET /wp-content/plugins/portable-phpmyadmin/wp-pma-mod/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1961/2003] 52.70.140.239 () {34 vars in 562 bytes} [Sat May  8 01:20:50 2021] GET /phpmyadmin2012/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
[pid: 2227274|app: 0|req: 1962/2004] 52.70.140.239 () {34 vars in 564 bytes} [Sat May  8 01:20:51 2021] GET /sql/phpMyAdmin2/index.php?lang=en => generated 179 bytes in 1 msecs (HTTP/1.1 404) 5 headers in 158 bytes (1 switches on core 1)
